,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
252,Andira coriacea,Red Cabbage Bark Tree,Tree,20.0,10-12,F,LMH,SN,M,0,0,4.0
253,Andrographis paniculata,"Green Chireta, Creat, Nilavembu, Kirayat, Chuan Xin Lian, King of Bitters",Perennial,0.8,10-12,F,LMH,FSN,M,1,4,2.0
254,Andromeda glaucophylla,Bog Rosemary,Shrub,0.6,-,,LM,S,MWe,2,0,
255,Androstephium caeruleum,Blue Funnel Lily,Bulb,0.2,7-10,,LM,N,M,1,0,
256,Anemone flaccida,,Perennial,0.1,5-9,,LMH,FS,M,1,0,
257,Anemone nemorosa,"Wood Anemone, European thimbleweed",Perennial,0.2,4-8,F,LMH,FSN,DM,0,1,
258,Anemone stolonifera,,Perennial,0.2,-,,LMH,SN,M,1,0,
259,Anemonella thalictroides,Rue-Anemone,Perennial,0.1,4-7,S,L,FS,M,2,1,
260,Angelica acutiloba,Dong Dang Gui,Perennial,0.7,6-9,,LMH,SN,M,2,1,
261,Angelica archangelica,"Angelica, Norwegian angelica",Biennial,1.5,4-8,,LMH,SN,M,3,3,2.0
262,Angelica atropurpurea,Purplestem Angelica,Perennial,3.0,4-8,,LMH,SN,M,2,2,
263,Angelica crucifolia,,Perennial,0.8,-,,LMH,SN,M,2,0,
264,Angelica japonica,,Perennial,1.0,-,,LMH,N,M,3,0,
265,Angelica keiskei,,Perennial,1.2,-,,LMH,SN,M,2,0,
266,Angelica montana,,Perennial,1.5,-,,LMH,SN,M,2,0,
267,Angelica sinensis,Dang Gui - Dong Quai - Chinese Angelica,Perennial,1.0,6-9,,LMH,SN,M,0,5,1.0
268,Angelica sylvestris,"Wild Angelica,Woodland angelica",Biennial,1.5,4-8,,LMH,FSN,M,3,2,1.0
269,Angophora cordifolia,Smooth-Barked Apple,Tree,30.0,8-11,,LM,N,M,0,1,2.0
270,Angophora floribunda,Rough-Barked Apple,Tree,18.0,8-11,,LM,N,M,0,0,2.0
271,Aniba rosaeodora,"Brazilian Rosewood, Rosewood-oil tree",Tree,20.0,10-12,,LMH,SN,M,2,3,4.0
272,Annona atemoya,Atemoya,Tree,8.0,10-12,F,LMH,N,D,5,0,2.0
273,Annona liebmanniana,"Hardshell custard-apple, Posh-te",Tree,20.0,9-12,F,LMH,SN,MWe,4,0,0.0
274,Annona muricata,Sour Sop,Tree,7.0,10-12,F,LMH,SN,M,4,3,2.0
275,Annona squamosa,"Sugar Apple, Sweetsop, Custard Apple",Tree,6.0,10-12,S,LM,N,DM,5,2,2.0
276,Annona vepretorum,"Araticum, Pinha da Caatinga, Araticum-da-bahia",Tree,6.0,10-12,S,LMH,N,D,4,0,2.0
277,Anogeissus leiocarpa,African Birch,Tree,15.0,10-12,S,LMH,SN,M,2,4,4.0
278,Antidesma bunius,"Bignay, Bignai",Tree,10.0,10-12,M,LMH,SN,M,4,2,3.0
279,Apios americana,Ground Nut,Perennial,1.2,3-9,,LM,SN,M,5,1,3.0
280,Apium australe,,Perennial,0.6,-,,LMH,S,M,3,0,1.0
281,Apium filiforme,,Perennial,0.3,-,,LMH,S,M,3,0,
282,Apium graveolens,"Wild Celery. Ajmod, Ajwain-ka-patta (Indian)",Biennial,0.6,5-9,,LMH,S,M,3,3,2.0
283,Apocynum cannabinum,Indian Hemp,Perennial,0.6,4-8,,LMH,FSN,M,2,2,3.0
284,Apocynum pictum,Kendyr,Perennial,2.0,4-9,F,LMH,FSN,M,0,2,3.0
285,Apocynum venetum,,Perennial,0.3,4-8,,LMH,SN,M,0,2,2.0
286,Aquilaria crassna,"Agar Wood, Agarwood",Tree,20.0,10-12,,LMH,N,M,0,3,4.0
287,Aquilaria malaccensis,"Agar Wood, Eaglewood, Indian Aloewood, Aloeswood",Tree,20.0,10-12,S,LMH,SN,M,1,3,3.0
288,Aquilaria sinensis,"Agar Wood, Pak Muk Heung, White Wood Incense",Tree,15.0,10-12,S,LMH,N,M,0,3,4.0
289,Aquilegia buergeriana,,Perennial,0.6,6-9,,LMH,SN,M,2,0,1.0
290,Aquilegia flavescens,"Columbine, Yellow columbine",Perennial,0.8,4-8,,LM,SN,M,2,1,1.0
291,Aquilegia formosa truncata,Columbine,Perennial,0.9,3-7,,LM,SN,M,2,2,1.0
292,Arabidopsis thaliana,"Thale Cress, Mouseear cress",Annual/Biennial,0.5,0-0,,LMH,SN,DM,0,1,1.0
293,Arabis alpina,"Alpine Rock Cress, Alpine rockcress",Perennial,0.2,4-8,,LM,SN,M,2,0,
294,Arabis caucasica,"Rock Cress, Wall Rockcress",Perennial,0.2,4-9,M,LMH,SN,DM,2,0,3.0
295,Arabis pendula,,Biennial,0.9,-,,LMH,FSN,M,1,0,
296,Arachis glabrata,Perennial peanut,Perennial,0.3,8-11,F,LMH,SN,M,1,0,3.0
297,Arachis hypogaea,Peanut,Annual,0.3,7-10,,LMH,N,M,4,2,4.0
298,Aralia chinensis,"Chinese Angelica Tree, Pumila Spirea, Chinese Astilbe",Shrub,3.5,4-8,M,LMH,FS,M,2,2,
299,Aralia cordata,Udo,Perennial,1.8,4-9,,LMH,FS,M,4,2,0.0
300,Aralia racemosa,American Spikenard,Perennial,1.8,4-8,,LMH,FS,M,3,3,2.0
301,Araucaria angustifolia,"Parana Pine. Brazilian-pine, Candelabra-tree.",Tree,35.0,9-12,S,LMH,N,M,3,1,3.0
302,Araucaria araucana,Monkey Puzzle Tree,Tree,30.0,7-11,S,LMH,SN,M,5,1,3.0
303,Arbutus arizonica,Arizona Maderone,Tree,15.0,5-9,S,LM,SN,DM,2,1,2.0
304,Arbutus menziesii,"Madrona, Pacific madrone, Pacific Madrone",Tree,15.0,8-9,M,LM,SN,DM,3,2,2.0
305,Arbutus texana,Texas Madrone,Tree,8.0,7-10,S,LM,SN,DM,2,1,2.0
306,Archidendron jiringa,"Jengkol, Jiringa",Tree,20.0,10-12,M,LMH,SN,M,4,2,2.0
307,Arctium lappa,"Great Burdock, Gobo",Biennial,2.0,3-7,,LMH,SN,M,4,5,2.0
308,Arctostaphylos alpina,Alpine Bearberry,Shrub,0.1,-,,LM,SN,M,2,1,
309,Arctostaphylos columbiana,Hairy Manzanita,Shrub,1.5,6-9,,LM,SN,M,2,1,2.0
310,Arctostaphylos manzanita,"Manzanita, Whiteleaf manzanita, Konocti manzanita, Contra Costa manzanita, Roof's manzanita, Wieslan",Shrub,2.0,7-10,,LM,SN,DM,3,1,3.0
311,Arctostaphylos nevadensis,Pine-Mat Manzanita,Shrub,0.1,5-9,M,LM,SN,M,2,1,3.0
312,Arctostaphylos tomentosa,"Downy Manzanita, Woollyleaf manzanita, Brittleleaf manzanita, Dacite manzanita, Rosy manzanita, San",Shrub,1.5,7-10,,LM,SN,M,3,3,3.0
313,Arctostaphylos uva-ursi,Bearberry,Shrub,0.1,4-8,M,LM,FSN,M,3,4,4.0
314,Arenga pinnata,Solitary Sugar Palm,Tree,15.0,10-12,M,LMH,SN,M,4,1,4.0
315,Argania spinosa,"Argan Tree, Spiny Argania, Morocco Ironwood",Tree,7.0,10-12,,LMH,N,M,4,2,3.0
316,Argemone albiflora,"White Prickly Poppy, Bluestem pricklypoppy",Annual,1.5,6-9,,L,N,DM,0,1,
317,Argemone mexicana,"Prickly Poppy, Mexican pricklypoppy",Perennial,0.6,7-10,,L,N,DM,1,3,2.0
318,Arisaema jacquemontii,,Perennial,0.6,5-9,,LM,FSN,M,2,0,
319,Arisaema peninsulare,,Perennial,0.2,-,,LM,FSN,M,1,0,
320,Arisaema ringens,,Perennial,0.3,6-9,,LM,FSN,M,0,1,
321,Arisaema serratum,,Perennial,0.9,4-8,,LM,FSN,M,2,1,
322,Arisaema tortuosum,Arisaema,Perennial,0.6,6-9,,LM,FSN,M,2,2,1.0
323,Arisaema triphyllum,"Jack In The Pulpit, Dragonroot, Indian Turnip",Perennial,0.6,4-9,S,LM,FSN,M,3,2,2.0
324,Aristolochia contorta,Ma Dou Ling,Perennial,1.5,-,,LMH,SN,M,1,3,
325,Aristolochia debilis,Ma Dou Ling,Perennial,1.0,7-10,,LMH,SN,M,1,3,
326,Aristolochia kaempferi,,Perennial,1.0,-,,LMH,SN,M,0,2,
327,Aristotelia chilensis,Macqui,Shrub,3.0,7-10,,LMH,N,M,3,1,0.0
328,Aristotelia serrata,,Tree,7.5,7-10,,LMH,SN,M,3,1,2.0
329,Arjona patagonica,Macachi,Perennial,0.2,-,,LM,SN,DM,2,0,
330,Armeria maritima,"Sea Thrift, Thrift seapink, California seapink, Interior seapink, Siberian sea thrift",Perennial,0.1,3-9,S,LM,N,DM,1,1,3.0
331,Armoracia rusticana,"Horseradish, Red Cole",Perennial,0.7,4-9,F,LMH,SN,M,3,3,2.0
332,Arnica angustifolia alpina,Mountain Tobacco,Perennial,0.5,3-7,,LMH,SN,M,0,3,1.0
333,Arnica montana,"Arnica, Mountain arnica",Perennial,0.3,5-9,,LMH,SN,M,0,3,
334,Arracacia xanthorrhiza,"Peruvian Parsnip, Arracacha",Perennial,1.0,8-11,,M,SN,M,4,0,0.0
335,Artemisia abrotanum,Southernwood,Shrub,1.2,4-8,,LMH,SN,DM,1,3,3.0
336,Artemisia absinthium,"Wormwood, Absinthium.",Perennial,1.0,4-9,M,LM,SN,DM,1,3,2.0
337,Artemisia campestris glutinosa,,Perennial,1.5,-,,LM,SN,DM,0,0,1.0
338,Artemisia dracunculoides,"Russian Tarragon, Tarragon, French Tarragon",Perennial,1.0,5-8,M,LM,SN,DM,2,1,1.0
339,Artemisia gmelinii,"Russian Wormwood, Gmelin's wormwood",Perennial,1.5,3-7,,LMH,N,DM,1,1,2.0
340,Artemisia indica,,Annual/Perennial,1.2,6-9,,LM,SN,DM,1,3,2.0
341,Artemisia japonica,,Perennial,1.0,7-10,,LMH,SN,DM,1,2,1.0
342,Artemisia lancea,,Perennial,1.2,-,,LMH,SN,DM,1,1,
343,Artemisia ludoviciana gnaphalodes,White Sage,Perennial,1.0,4-8,,LM,SN,DM,0,2,1.0
344,Artemisia mexicana,Mexican White Sagebrush,Perennial,1.0,-,,LM,N,DM,0,1,
345,Artemisia michauxiana,"Mountain Sagewort, Michaux's wormwood",Perennial,0.5,3-7,,LM,SN,DM,1,1,
346,Artemisia nova,Black Sagebrush,Shrub,0.5,-,,LM,SN,DM,0,1,
347,Artemisia scoparia,Redstem wormwood,Biennial,0.6,3-7,,LMH,N,DM,1,2,2.0
348,Artemisia tilesii,"Wormwood, Tilesius' wormwood",Perennial,1.5,0-0,,LM,SN,DM,1,2,1.0
349,Artemisia tripartita,"Threetip Sage Brush, Wyoming threetip sagebrush",Shrub,1.8,6-9,,LM,N,DM,2,1,1.0
350,Artemisia umbelliformis,Alpine Wormwood,Perennial,0.2,4-8,,LM,N,DM,1,0,
351,Artemisia vulgaris,"Mugwort, Common wormwood, Felon Herb, Chrysanthemum Weed, Wild Wormwood",Perennial,1.2,3-9,F,LMH,SN,DM,2,3,1.0
352,Arthropodium milleflorum,Pale Vanilla Lily,Perennial,0.3,7-10,,LM,N,M,3,0,
353,Artocarpus altilis,Breadfruit,Tree,18.0,10-12,F,LMH,N,M,5,4,4.0
354,Artocarpus heterophyllus,Jackfruit,Tree,15.0,10-12,F,LMH,SN,M,5,2,3.0
355,Artocarpus integer,Champedak,Tree,20.0,11-12,S,LMH,N,M,4,0,3.0
356,Artocarpus odoratissimus,"Marang, Terap",Tree,25.0,10-12,M,LMH,N,M,4,0,0.0
357,Arum dioscoridis,,Perennial,0.3,7-10,,LMH,FSN,M,2,1,
358,Arum italicum,"Italian lords and ladies, Italian Arum",Perennial,0.4,5-9,,LMH,FSN,DM,2,0,
359,Aruncus dioicus,"Goat's Beard, Bride's feathers",Perennial,2.0,3-7,F,LMH,SN,DMWe,2,2,3.0
360,Arundinaria gigantea,"Canebrake bamboo, Cane Reed, Giant cane",Bamboo,9.0,5-9,,LMH,SN,M,3,1,4.0
361,Arundo donax,"Giant Reed, Giant Reed Grass",Perennial,6.0,6-10,F,LMH,N,MWe,3,2,4.0
362,Asarum arifolium,,Perennial,0.2,6-9,,LMH,FS,M,0,1,2.0
363,Asarum europaeum,"Asarabacca, European Wild Ginger",Perennial,0.1,4-8,S,LMH,FS,M,0,2,3.0
364,Asarum nipponicum,,Perennial,0.1,-,,LMH,FS,M,1,0,
365,Asarum reflexum,,Perennial,0.2,5-9,,LMH,FS,M,2,0,
366,Asarum shuttleworthii,"Asarabacca, Mottled Wild Ginger",Perennial,0.1,5-9,F,LMH,FS,M,2,0,2.0
367,Asarum splendens,Chinese Wild Ginger,Perennial,0.2,5-9,S,LM,FS,DM,3,0,3.0
368,Asclepias asperula,"Antelope Horns, Spider milkweed, Trailing Milkweed",Perennial,1.0,7-9,M,LM,SN,DM,2,1,3.0
369,Asclepias currasavica,Blood Flower,Perennial,2.0,10-12,F,LMH,N,M,0,1,2.0
370,Asclepias decumbens,,Perennial,0.9,-,,L,SN,DM,2,0,2.0
371,Asclepias eriocarpa,Woollypod Milkweed,Perennial,0.9,7-10,,L,SN,DM,2,2,3.0
372,Asclepias lanceolata,"Purple Silkweed, Fewflower milkweed",Perennial,1.2,4-8,,LM,SN,DM,2,1,3.0
373,Asclepias mexicana,,Perennial,0.8,5-9,,L,SN,DM,1,0,2.0
374,Asclepias syriaca,"Common Milkweed, Silkweed, Milkweed",Perennial,1.0,3-8,M,LM,SN,DM,3,2,3.0
375,Asimina triloba,Papaw,Shrub,4.5,5-8,S,M,SN,M,4,2,3.0
376,Asparagus cochinchinensis,Chinese Asparagus,Perennial,1.5,6-9,,LMH,SN,M,3,3,2.0
377,Asparagus officinalis,"Asparagus, Garden asparagus",Perennial,1.5,2-9,,LMH,SN,M,4,3,2.0
378,Asparagus schoberioides,,Perennial,1.0,-,,LMH,SN,M,2,1,
379,Asparagus setaceus,"Asparagus Fern, Common asparagus fern, Plumosa Fern",Climber,3.0,9-11,M,LMH,N,M,1,0,
380,Asparagus stipularis,,Perennial,0.0,-,,LMH,N,DM,1,0,
381,Asphodeline lutea,"King's Spear, Yellow Asphodel, Jacob's Rod",Perennial,1.0,6-9,M,LMH,SN,DM,4,0,2.0
382,Asphodelus aestivus,,Perennial,1.0,7-10,,LM,SN,DM,3,1,1.0
383,Asphodelus albus,"Asphodel, Gamón-blanco",Perennial,1.0,5-9,,LM,SN,DM,2,1,2.0
384,Asphodelus fistulosus,Onionweed,Annual/Perennial,0.6,7-10,,LM,SN,DM,2,1,0.0
385,Aspidistra elatior,"Aspidistra, Cast Iron Plant",Perennial,0.6,7-11,S,LMH,FS,DM,0,2,3.0
386,Aspidosperma album,Guatambu,Tree,25.0,10-12,M,LMH,N,M,0,2,4.0
387,Aspidosperma eburneum,Eburneum,Tree,20.0,10-12,M,LMH,N,M,0,0,4.0
388,Astelia grandis,,Perennial,2.0,-,,LMH,SN,M,2,0,1.0
389,Astelia nervosa,,Perennial,0.5,8-11,,LMH,SN,M,2,0,3.0
390,Aster amellus,Ialian Aster,Perennial,0.7,4-8,,LMH,N,M,2,2,
391,Aster hauptii,,Perennial,0.6,-,,LMH,N,M,1,0,
392,Aster kantoensis,,Annual/Biennial,0.5,-,,LMH,N,M,2,0,
393,Aster lanceolatus,White Panicle Aster,Perennial,2.0,4-8,,LMH,SN,M,0,1,2.0
394,Aster puniceus,Purplestem Aster,Perennial,1.3,3-8,,LMH,SN,M,0,2,2.0
395,Astilbe thunbergii,Astilbe,Perennial,0.5,4-9,M,LMH,SN,M,1,0,3.0
396,Astragalus aboriginorum,Indian Milkvetch,Perennial,0.3,-,,LM,N,D,2,0,
397,Astragalus canadensis,"Canadian Milkvetch, Shorttooth Canadian milkvetch, Morton's Canadian milkvetch",Perennial,1.0,7-10,,LM,N,D,3,2,3.0
398,Astragalus crassicarpus,"Ground Plum, Groundplum milkvetch",Perennial,0.5,6-9,,LM,N,D,4,1,3.0
399,Astragalus diphysus,"Specklepod Milkvetch, Freckled milkvetch",Perennial,0.0,0-0,,LM,N,D,3,0,
400,Astragalus massiliensis,,Shrub,0.3,5-9,,LM,N,D,3,0,3.0
401,Astragalus membranaceus,Huang Qi,Perennial,0.3,5-9,,LM,N,D,0,5,3.0
402,Astragalus pictus-filifolius,Painted Milkvetch,Perennial,0.3,-,,LM,N,D,4,0,
403,Astragalus sirinicus,,Shrub,0.3,8-11,,LM,N,D,2,0,2.0
404,Astrantia major,Great Masterwort,Perennial,0.8,4-9,F,LMH,SN,M,0,1,
405,Astrocaryum vulgare,"Tucuma. Awarra palm, Tucum palm.",Tree,15.0,10-12,M,LMH,N,M,4,2,3.0
406,Astronium balansae,Astronium,Tree,15.0,10-12,,LM,N,M,0,0,4.0
407,Athamantha turbith,Candy Carrot,Perennial,0.6,5-9,,LM,N,M,2,0,
408,Athrotaxis selaginoides,King William Pine,Tree,30.0,7-10,S,LMH,SN,M,0,0,2.0
409,Athyrium filix-femina,"Lady Fern, Common ladyfern, Subarctic ladyfern, Asplenium ladyfern, Southern Lady Fern, Tatting Fer",Fern,0.6,3-8,M,LMH,FS,M,1,2,2.0
410,Athyrium rubripes,,Fern,0.1,-,,LMH,FS,MWe,1,0,
411,Atriplex argentea expansa,Silverscale Saltbush,Annual,0.6,-,,LM,N,M,2,0,
412,Atriplex confertifolia,"Shadscale, Shadscale saltbush",Shrub,1.8,6-9,,LM,N,DM,4,1,0.0
413,Atriplex hastata,Hastate Orach,Annual,0.8,0-0,,LM,N,DM,3,0,2.0
414,Atriplex lapathifolia,,Annual,0.9,-,,LM,N,DM,3,0,
415,Atriplex powellii,Powell's Saltweed,Annual,1.5,-,,LM,N,DM,2,0,
416,Atriplex semibaccata,"Australian Saltbush. Australian saltbush, Creeping saltbush",Shrub,0.5,9-11,F,LMH,N,DM,2,0,3.0
417,Atriplex serenana,"Bractscale, Davidson's bractscale",Annual,3.0,7-10,,LM,N,DM,2,0,
418,Atropa bella-donna,"Deadly Nightshade, Belladonna",Perennial,0.9,6-9,,LM,FSN,M,0,3,2.0
419,Attalea butyracea,Wine Palm,Tree,20.0,10-12,M,LMH,N,DM,4,0,5.0
420,Attalea funifera,"Bahia Piassava, Conquilla Nut, Piassaba Palm",Tree,15.0,10-12,M,LMH,N,DM,1,0,4.0
421,Attalea maripa,"Inaja, Maripa Palm",Tree,15.0,10-12,M,LMH,SN,M,3,2,5.0
422,Attalea speciosa,"Babassu, American Oil Palm, Motacu, Motacuchi",Tree,30.0,10-12,S,LMH,N,M,4,2,5.0
423,Aubrieta deltoidea,"Aubretia, Lilacbush, False Rockcress",Perennial,0.2,4-9,M,LM,SN,DM,0,0,3.0
424,Aurinia saxatilis,"Golden Alyssum, Basket of gold",Perennial,0.3,4-10,M,LMH,N,DM,0,0,3.0
425,Avena abyssinica,Abyssinian Oat,Annual,0.0,-,,LMH,N,DM,2,0,2.0
426,Avena orientalis,Hungarian Oat,Annual,0.0,-,,LMH,N,DM,3,1,2.0
427,Avena sativa,"Oats, Common oat",Annual,0.9,0-0,,LMH,N,DM,3,3,4.0
428,Averrhoa carambola,"Carambola, Star Fruit",Tree,8.0,10-12,S,LM,N,M,4,2,2.0
429,Azadirachta indica,Neem,Tree,15.0,10-12,F,MH,SN,DM,2,4,5.0
430,Azolla filiculoides,"Azolla, Pacific mosquitofern",Perennial,0.1,0-0,F,LMH,SN,Wa,0,0,3.0
431,Bacopa monnieri,"Herb of Grace, Brahmi, Smooth Water Hyssop",Perennial,0.3,8-11,F,LMH,SN,MWe,3,4,1.0
432,Baillonella toxisperma,"African Pearwood, False Shea Butternut",Tree,50.0,10-12,F,LMH,SN,M,3,3,4.0
433,Balanites aegyptiaca,"Desert Date. Desert date, Soapberry tree",Tree,6.0,10-12,S,LMH,N,MWe,3,2,3.0
434,Bambusa atra,Clumping Bamboo. Long pipe bamboo.,Bamboo,8.0,10-12,F,LMH,N,MWe,2,0,3.0
435,Bambusa bambos,Giant Thorny Bamboo,Bamboo,30.0,10-12,F,MH,SN,M,3,3,5.0
436,Bambusa nutans,"Nodding Bamboo, Mai bong",Bamboo,12.0,9-10,F,LMH,SN,M,2,0,4.0
437,Bambusa polymorpha,"Burmese bamboo, Jama Betua",Bamboo,12.0,9-12,F,LMH,SN,M,2,0,4.0
438,Bambusa vulgaris,Common Bamboo,Bamboo,20.0,9-12,F,LMH,SN,M,3,2,4.0
439,Barbarea orthoceras,American Yellowrocket,Perennial,0.5,0-0,,LMH,SN,M,2,0,0.0
440,Beckmannia syzigachne,American Sloughgrass,Perennial,1.5,-,,LMH,SN,MWeWa,2,0,1.0
441,Berberis canadensis,"Allegheny Barberry, American barberry",Shrub,1.8,4-8,M,LMH,SN,DM,3,2,1.0
442,Bidens aurea,Arizona beggarticks,Perennial,1.0,7-10,,LMH,N,M,1,0,
443,Billardiera longiflora,Appleberry,Climber,2.4,7-10,S,LM,SN,M,2,0,
444,Bixa orellana,"Annatto (Lipstick Plant, Urucum, Colorau, Achiote )",Tree,5.0,10-12,F,LM,SN,M,3,3,4.0
445,Blighia sapida,"Akee, ackee apple or ayee",Tree,20.0,10-12,F,MH,N,M,3,2,3.0
446,Borassus aethiopum,"African Fan Palm, Palmyra Palm",Tree,20.0,10-12,S,LMH,N,M,4,2,3.0
447,Borassus akeassii,African Fan Palm,Tree,10.0,10-12,S,LMH,N,DM,4,2,3.0
448,Borojoa patinoi,Borojo,Tree,8.0,10-12,M,LMH,FS,M,4,2,0.0
449,Boscia senegalensis,"Aizen, Boscia",Shrub,8.0,10-12,M,LMH,FSN,M,4,2,3.0
450,Bowdichia virgilioides,Alcornoco,Tree,20.0,10-12,F,LMH,N,DM,0,2,4.0
451,Brahea dulcis,Apak Palm,Tree,7.0,8-11,S,LMH,N,DM,1,0,
452,Brassica carinata,Abyssinian Cabbage,Annual,1.0,9-12,F,LMH,SN,M,4,2,3.0
453,Bromelia karatas,"Ananas pingouin, Karatas, Camburito",Perennial,3.0,10-12,F,LMH,N,M,3,2,3.0
454,Bromelia pinguin,Pinuela. Pinguin,Perennial,1.0,9-12,F,LMH,SN,DM,3,0,2.0
455,Bromus rigidus,Ripgut Brome,Annual,1.0,6-9,,LMH,N,DM,1,0,
456,Brosimum alicastrum,Breadnut. Maya nut,Tree,30.0,10-12,M,LMH,SN,M,3,2,3.0
457,Brosimum guianense,Bastard Breadnut,Tree,25.0,10-12,F,LMH,SN,DM,1,2,4.0
458,Buchanania lanzan,"Almondette, Charoli Nut",Tree,12.0,10-12,M,LMH,N,DM,4,2,3.0
459,Buglossoides arvensis,"Field Gromwell, Corn gromwell",Annual,0.5,6-10,,LMH,SN,M,1,1,0.0
460,Bulbinella hookeri,Maori Onion,Bulb,0.7,7-10,,LM,SN,DM,1,0,
461,Bunchosia armeniaca,Ameixa Do Peru,,0.0,-,,LMH,SN,M,1,0,
462,Bunium bulbocastanum,"Pig Nut, Earth-nut",Perennial,0.6,4-8,,LMH,N,M,4,1,0.0
463,Cacalia atriplicifolia,Pale indian plantain,Perennial,1.8,0-0,,LMH,FS,M,2,1,2.0
464,Calliandra calothyrsus,"Red Calliandra, Powderpuff, Kaliandra",Shrub,6.0,10-12,F,LMH,SN,M,0,0,5.0
465,Callicarpa americana,"American Beautyberry, Beautyberry, French Mulberry, American Beautyberry",Shrub,1.8,7-10,S,M,SN,M,2,2,
466,Calotropis gigantea,"Giant Milkweed, Crown Flower, Giant Calotrope, Swallow-wort",Tree,5.0,10-12,F,LMH,N,DM,2,3,4.0
467,Calotropis procera,"Auricula Tree, Dead Sea Apple, Sodom Apple",Shrub,4.0,8-11,M,LMH,SN,DM,1,3,4.0
468,Camassia scilloides,Atlantic Camas,Bulb,0.6,6-9,,LMH,SN,M,3,0,
469,Campanula fenestrellata,Adriatic Bellflower,Perennial,0.2,5-9,M,LM,SN,M,4,0,
470,Campanula garganica,Adriatic Bellflower,Perennial,0.2,4-8,,LM,N,M,3,0,
471,Campanula portenschlagiana,Adria Bellflower,Perennial,0.3,3-7,F,LM,SN,M,3,0,3.0
472,Canarium schweinfurtii,African elemi,Tree,30.0,10-12,M,LMH,N,M,3,3,3.0
473,Canna edulis,"Achira, Indian shot",Perennial,3.0,7-10,,LMH,N,M,3,0,3.0
474,Caragana gerardiana,,Shrub,1.0,4-8,,LMH,N,M,0,0,3.0
475,Caragana microphylla,Littleleaf Peashrub,Shrub,2.0,4-9,F,LM,N,M,0,0,3.0
476,Carapa guianensis,Andiroba,Tree,35.0,10-12,F,LMH,FSN,MWe,0,4,4.0
477,Cardamine hirsuta,Hairy Bittercress,Annual,0.3,4-8,,LMH,SN,M,3,0,1.0
478,Cardamine rotundifolia,"American Water Cress, American bittercress",Perennial,0.3,5-9,,LMH,SN,MWeWa,2,0,
479,Carpinus caroliniana,"American Hornbeam, Blue Beech, Ironwood, American Hornbeam",Tree,12.0,3-9,S,LMH,SN,M,1,1,2.0
480,Caryocar brasiliense,"Pequi, Souari nut",Tree,10.0,10-12,S,LMH,N,DM,4,2,2.0
481,Cassiope tetragona,White Arctic Mountain Heather,Shrub,0.3,3-7,,LM,S,DM,0,0,2.0
482,Castanea dentata,American Sweet Chestnut,Tree,30.0,4-8,,LMH,SN,DM,3,1,3.0
483,Casuarina torulosa,Forest Oak,Tree,15.0,8-11,,LMH,N,DM,0,0,3.0
484,Catharanthus roseus,"Madagascar Periwinkle, Jasmine, Cayenne Old Maid Periwinkle",Perennial,0.7,9-12,F,LMH,SN,M,1,4,1.0
485,Cecropia peltata,"Trumpet Tree, Snakewood, Congo pump, Wild pawpaw, Pop-a-gun",Tree,20.0,9-12,F,LMH,N,M,3,3,5.0
486,Cedrus atlantica,"Atlas Deodar, Atlantic cedar",Tree,25.0,5-9,M,LMH,N,DM,0,2,3.0
487,Celosia argentea cristata,"Lagos Spinach, Common Cockscomb",Annual,0.5,9-12,F,LMH,SN,DM,4,3,1.0
488,Chamaedaphne calyculata,Leather Leaf,Shrub,0.8,6-9,,LMH,SN,M,1,1,
489,Chamaemelum nobile,"Chamomile, Roman chamomile",Perennial,0.2,4-9,,LMH,SN,DM,2,5,4.0
490,Chenopodium polyspermum,"All-Seed, Manyseed goosefoot",Annual,0.9,0-0,,LMH,N,M,2,0,1.0
491,Chimonobambusa marmorea,Kan-Chiku,Bamboo,1.5,5-9,F,LMH,SN,M,1,0,3.0
492,Chimonobambusa quadrangularis,Square Bamboo,Bamboo,3.0,5-9,,LMH,S,M,2,0,3.0
493,Chrysopogon zizanioides,"Vetiver, Vetiver Root, Khus Khus",Perennial,1.8,7-11,F,LM,SN,MWe,2,2,4.0
494,Chusquea quila,Argentinian quila,Bamboo,5.0,6-9,,LMH,S,M,2,0,3.0
495,Cimicifuga racemosa (Actaea racemosa),"Black Cohosh, Black Snakeroot, Bugbane",Perennial,1.5,4-10,M,LMH,S,M,1,4,1.0
496,Claytonia megarhiza,Alpine Spring Beauty,Perennial,0.2,4-8,,LM,N,M,3,0,
497,Cleome gynandra,"African Spider Flower, Spiderwisp",Annual,1.3,8-12,,LM,N,DM,0,2,0.0
498,Clitoria mariana,"Atlantic Pigeonwings, Butterfly Pea",Perennial Climber,0.8,6-9,M,LM,SN,DM,0,0,3.0
499,Coelopleurum gmelini,,Perennial,1.0,-,,LMH,N,M,2,0,
500,Colchicum autumnale,"Autumn Crocus, Meadow Saffron,",Bulb,0.2,6-9,M,LMH,SN,M,0,3,1.0
501,Colocasia esculenta,"Taro, Elephant Ears Taro, Dasheen, Eddo",Perennial,1.0,9-11,M,LMH,SN,MWe,4,2,1.0
502,Combretum imberbe,"Leadwood Tree, Ivory tree",Tree,10.0,10-12,S,LMH,N,M,2,2,4.0
503,Convolvulus erubescens,"Australian Bindweed, Pinkflower bindweed",Perennial Climber,2.0,0-0,,LM,SN,DM,0,1,
